comparison,crowding,sample_id,stroke_x0,stroke_y0,stroke_x1,stroke_y1,stroke_width,stroke_value,stroke_length_normalized,changed_pixel_count,changed_pixel_fraction,pixel_mean_absolute_difference,global_cosine_distance,patch_mean_cosine_distance,patch_max_cosine_distance,patch_top10pct_mean_cosine_distance,changed_patch_fraction,patch_changed_region_mean_cosine_distance,patch_unchanged_region_mean_cosine_distance,localization_enrichment,localization_topk_recall,localization_topk_lift,patch_reference_region_mean_cosine_distance,patch_reference_outside_mean_cosine_distance,reference_region_enrichment
change_intensity,0,2,0.24920638476557558,0.8572935063047332,0.06852208150104555,0.3340385417590022,2,0,0.5535725565523844,68,0.0166015625,0.010416666977107525,0.039463162422180176,0.023865681141614914,0.07458168268203735,0.04718907177448273,0.05859375,0.04297955334186554,0.022676020860671997,1.8953745723707123,0.46666666865348816,7.964444478352864,0.04297955334186554,0.022676020860671997,1.8953745723707123
no_change,5,2,0.24920638476557558,0.8572935063047332,0.06852208150104555,0.3340385417590022,2,0,0.5535725565523844,0,0.0,0.0,0.0,1.7462298274040222e-08,2.384185791015625e-07,1.352566982859571e-07,0.0,,1.7462298274040222e-08,,,,0.0,1.8549163982584105e-08,0.0
tiny_pixel_noise,5,2,0.24920638476557558,0.8572935063047332,0.06852208150104555,0.3340385417590022,2,0,0.5535725565523844,1487,0.363037109375,0.0020124847069382668,0.030723214149475098,0.08800175786018372,0.4505295753479004,0.3298063576221466,1.0,0.08800175786018372,,,1.0,1.0,0.1669742614030838,0.08308644592761993,2.009645009350166
pixel_matched_noise,5,2,0.24920638476557558,0.8572935063047332,0.06852208150104555,0.3340385417590022,2,0,0.5535725565523844,2046,0.49951171875,0.016596775501966476,0.07801514863967896,0.15804675221443176,0.7324957847595215,0.4943735897541046,1.0,0.15804675221443176,,,1.0,1.0,0.26781952381134033,0.15121443569660187,1.771124050277158
sparse_pixel_matched_noise,5,2,0.24920638476557558,0.8572935063047332,0.06852208150104555,0.3340385417590022,2,0,0.5535725565523844,68,0.0166015625,0.0166015625,0.05118966102600098,0.1328762173652649,0.5353083610534668,0.4150274395942688,0.23828125,0.1774056851863861,0.11894648522138596,1.4914747994124797,0.4098360538482666,1.7199677013960042,0.18292999267578125,0.12976084649562836,1.409747220491076
add_stroke,5,2,0.24920638476557558,0.8572935063047332,0.06852208150104555,0.3340385417590022,2,0,0.5535725565523844,68,0.0166015625,0.0166015625,0.03495907783508301,0.09201079607009888,0.661375880241394,0.49568822979927063,0.05859375,0.46204841136932373,0.068979412317276,6.6983523901899495,0.6000000238418579,10.240000406901041,0.46204841136932373,0.068979412317276,6.6983523901899495
shift_position,5,2,0.24920638476557558,0.8572935063047332,0.06852208150104555,0.3340385417590022,2,0,0.5535725565523844,136,0.033203125,0.03256261348724365,0.020714521408081055,0.08262601494789124,0.6838464736938477,0.4548647999763489,0.11328125,0.2824974060058594,0.05709177628159523,4.948127811131505,0.4137931168079376,3.6527944104424837,0.24871592223644257,0.07228846848011017,3.4406030099375475
change_width,5,2,0.24920638476557558,0.8572935063047332,0.06852208150104555,0.3340385417590022,2,0,0.5535725565523844,158,0.03857421875,0.0381472110748291,0.04361891746520996,0.07082413136959076,0.4899137020111084,0.3507329821586609,0.0859375,0.31958720088005066,0.047436151653528214,6.737207588303178,0.6818181872367859,7.933884360573509,0.3481740355491638,0.05356169864535332,6.500429305921
change_intensity,5,2,0.24920638476557558,0.8572935063047332,0.06852208150104555,0.3340385417590022,2,0,0.5535725565523844,68,0.0166015625,0.010416666977107525,0.01413428783416748,0.020075179636478424,0.0985562801361084,0.07199496775865555,0.05859375,0.06930550187826157,0.017011050134897232,4.074146000903562,0.5333333611488342,9.102222696940105,0.06930550187826157,0.017011050134897232,4.074146000903562
no_change,15,2,0.24920638476557558,0.8572935063047332,0.06852208150104555,0.3340385417590022,2,0,0.5535725565523844,0,0.0,0.0,0.0,2.0954757928848267e-08,2.384185791015625e-07,1.4213415511221683e-07,0.0,,2.0954757928848267e-08,,,,1.5894572769070692e-08,2.126970777283077e-08,0.7472868428109717
tiny_pixel_noise,15,2,0.24920638476557558,0.8572935063047332,0.06852208150104555,0.3340385417590022,2,0,0.5535725565523844,1638,0.39990234375,0.0022173712495714426,0.009519219398498535,0.027464039623737335,0.4008452296257019,0.13978895545005798,1.0,0.027464039623737335,,,1.0,1.0,0.028804870322346687,0.027380583807826042,1.0520181207426829
pixel_matched_noise,15,2,0.24920638476557558,0.8572935063047332,0.06852208150104555,0.3340385417590022,2,0,0.5535725565523844,2203,0.537841796875,0.01544500607997179,0.029273271560668945,0.06071293726563454,0.5229184031486511,0.26263266801834106,1.0,0.06071293726563454,,,1.0,1.0,0.08792102336883545,0.05901949107646942,1.4896947053460585
sparse_pixel_matched_noise,15,2,0.24920638476557558,0.8572935063047332,0.06852208150104555,0.3340385417590022,2,0,0.5535725565523844,64,0.015625,0.015442133881151676,0.03477448225021362,0.08267764747142792,0.48565173149108887,0.3091275095939636,0.2421875,0.1124238669872284,0.07317111641168594,1.5364514374045208,0.4032258093357086,1.6649323740313131,0.08985844999551773,0.08223070949316025,1.0927602418776643
add_stroke,15,2,0.24920638476557558,0.8572935063047332,0.06852208150104555,0.3340385417590022,2,0,0.5535725565523844,64,0.015625,0.015442133881151676,0.02689051628112793,0.057889632880687714,0.6831271648406982,0.3415486216545105,0.05859375,0.30672770738601685,0.04240178316831589,7.233839816793711,0.5333333611488342,9.102222696940105,0.30672770738601685,0.04240178316831589,7.233839816793711
shift_position,15,2,0.24920638476557558,0.8572935063047332,0.06852208150104555,0.3340385417590022,2,0,0.5535725565523844,126,0.03076171875,0.02984834648668766,0.015178084373474121,0.05497493967413902,0.6475329399108887,0.35685694217681885,0.11328125,0.23384803533554077,0.03212330862879753,7.279699548940715,0.6206896305084229,5.479191221039871,0.2565228343009949,0.04243046045303345,6.045723557135131
